block_number,block_time,block_hash,extra_data,fee_recipient_address,bundle_id,user_tx_hash,user_tx_from,user_tx_to,backrun_tx_hash,backrun_tx_from,backrun_tx_to,refund_tx_hash,refund_from,refund_to,refund_value_eth
19235268,2024-02-15 18:58:35,0xf8f5de7457b06c07618810d1ae1fd063628bca7d61cb7e3f60d4fb415859658a,Titan (titanbuilder.xyz),0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,1,0xb5bca67730c90df1ddd935f0753cccc94777cf8d1ab0dbacaab1ba9432bb34ec,0x0660459b2b658b232f3db6adff5580e7558f60e6,0x881d40237659c251811cec9c364ef91dc08d300c,0x381e4f1c2c0c9b8bcfac8674bf31f0f2bd18173a3c2faac64134581ba66fad0b,0x570a00fbf676cba7671c245e4b77c07f8e5a4a9b,0xc6fecdf760af24095cded954de7d81ab49f8bae1,0xd02b97f63fdba6f8063c863e76e371aaa467f85be8170217ac28ec7131d46292,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,0xef409c51addcf4642e2c98e935bc5d9ac273af57,0.0224572996325988
19235388,2024-02-15 19:22:59,0x0b9aaebe1d445bf4626df0ca566c37523f285f7781425ff358078aa5182c0128,beaverbuild.org,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,1,0xcad80b4773c35678d3cb1a0cf1bd19cd57f7597bc9c856039979b1eb145b8c3a,0x98af63db9b3ec44cf5739ce93527efe3fe23429c,0x03f34be1bf910116595db1b11e9d1b2ca5d59659,0xb7d8e48a815fe792f43022db8e8fdaf983bc1e1b2e8077382a183534171ac344,0x1bcc0bf595d589c87a74b9a53db37719ba64eff1,0x6f1cdbbb4d53d226cf4b917bf768b94acbab6168,0x4d79aa031bce156e031a17fb01757122f27bb5ec0e890a79699e22a3d0d6584b,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,0x63ef071b8a69c52a88dca4a844286aeff195129f,0.0074861404864298
19235405,2024-02-15 19:26:23,0xfb1ce2c4135400c98eed8fc6d93cf80bee5996c63132b4480f5a55bb766db665,rsync-builder.xyz,0x1f9090aae28b8a3dceadf281b0f12828e676c326,1,0x3d492677cff49aeda19da68906238ac4b6b935f69b7d6385d2a628646c882bb2,0x638106098f46f8eded646e86bb288c7d19cd6d67,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x3150fded4aa89b8e2eb5103c87ec44a5aa44be9b77754487cacf2e31e6e3ccb7,0x0c1bb210d87b41eec5e1a5e3ea741fc0d248284c,0x6f1cdbbb4d53d226cf4b917bf768b94acbab6168,0x8145c84b8eec167135fdcea516893236322cd61c682984c2df3457ac52a7b32f,0x1f9090aae28b8a3dceadf281b0f12828e676c326,0x638106098f46f8eded646e86bb288c7d19cd6d67,0.0003910675085444
19235452,2024-02-15 19:35:47,0x20594b8342d03af9f64b7d3a51832194a3b0449f868f719321eeb973355d36e0,rsync-builder.xyz,0x1f9090aae28b8a3dceadf281b0f12828e676c326,1,0x699e49bcb0b71b646fa44739de619f4a8b0c015091eac7cfd1de345d37f0fb7b,0xaa88389c2217b0fd91d2632c0aff4395e7dfa75d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xc0b0f527042f543b4c1038ff2eb8e7def170a1c785130af977793213c1f656d6,0xa0b1c5f88d9a1acdd4f7ff869e947bfd54c07c61,0x525145f821d8d2abb494c454e9445e14c817f7cb,0xf8cada7ddcbf3945a71b5494ea2b61ebad3c4fd82fa9565f14fa762f40bedf18,0x1f9090aae28b8a3dceadf281b0f12828e676c326,0x591f2ce951d35e6c87df93b2623e83f2cd537569,0.0385322382506819
19235461,2024-02-15 19:37:35,0x0e3dc0d69820ec57283eeeeddd84a6fc98f54436a93dd64c5ec2356964f1138d,beaverbuild.org,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,1,0xecb84c69e772117f095a11a472cd905d719223c4fdb7ee8e4282bc874b5261e7,0x0000000d458f2b3cef4cd93bd5bab7f47f78fdea,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x32b7630ebe070cca8566c8c63bb31238af8bb81acd9a2613481aa9e1834a65f8,0x0000de0028b400e5ea4f988859852c003600eade,0x003c00bd00b5970000df8100059b17b77400cc00,0x740e01ab47ae36b0be30c2bba1bff069df48f5c202981df5d370a9c5939c75ea,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,0x591f2ce951d35e6c87df93b2623e83f2cd537569,0.0026603108531488
19235584,2024-02-15 20:02:11,0xd3f57dd3d1d126c05fec00858e3d4f42fd882cf6fd35b50f2bf3f82ccdb27de2,beaverbuild.org,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,1,0x75a2d439a480201218c65c9f5d2e05ffa54dbec69ce0090323ab0d42eb650540,0x5a7edff23d9e231b66bf83ab03c3bb7d30cce2e2,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xfda309f84de3de0678475ca3e8543f41cd48876cb891f1a8571167af438c88f4,0xff64e8e2a0afc9923461f446d7e31863c2bc1f4b,0xc6fecdf760af24095cded954de7d81ab49f8bae1,0x484ccdd8dfb14ab34293b85f83f50104c9b20e1ba25124b0b453a0f22b3f2001,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,0xdcddae87edf1d9f62ae2f3a66eb2018acd0b2508,0.0038037136874441
19235641,2024-02-15 20:13:47,0xad4f54f195bbd0471a3b1789407b1ff6d119e26e8a6b238a19b68ca6c7ebfd61,beaverbuild.org,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,1,0x9f6abba3fdb9acf5b0c4208c5e6581b3d1d9b5c83a4bc75cf8129a9bdecd9d7f,0xab11b996b62e58c5c6e28589da589ffcc95c0de5,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x60093db3d6f60980d81bca37b9ab0c71f03ccdd802562d1929c717d1ea1a4c6e,0xa0b1c5f88d9a1acdd4f7ff869e947bfd54c07c61,0x525145f821d8d2abb494c454e9445e14c817f7cb,0xabc589c2a610718edf71ed3812a51f34ca56b35a30e4b90c01e2789ef4cf4c24,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,0x591f2ce951d35e6c87df93b2623e83f2cd537569,0.0157336783086152
19235928,2024-02-15 21:11:35,0x8bb07906f58b7c1df41bfb434f417506ebc5f090ab045d80527aa8b0900a8d29,Titan (titanbuilder.xyz),0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,1,0xbbbd7cad091b94050b71b1f8de2cfc178047f876d7bc3a6af30497f78138395d,0xf4a8573279aff6283b569119c8f325bf9b801cb0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x477822411563bda006de0ccabd1fb528b4aed7253925447055e64b385d1bd992,0x0000de0028b400e5ea4f988859852c003600eade,0x003c00bd00b5970000df8100059b17b77400cc00,0x66afe82fa833b83c52a7f266982001738604ff4762e0c84cab79d20fad66c66e,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,0x591f2ce951d35e6c87df93b2623e83f2cd537569,0.0034528342579664
19235953,2024-02-15 21:16:47,0xc191ff2ddac29aa56d13a048068144fe516d328b2ae68036e16c2387b16c0da3,Titan (titanbuilder.xyz),0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,1,0x4c9786bf87247808db0acff38e6df5918a9ffe872c989c2f19f895369abc660c,0xab11b996b62e58c5c6e28589da589ffcc95c0de5,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x50905e885ac991db99eb37ba76ef8a0366ea659bb244f1b1654f8bc2e080309b,0x0000de0028b400e5ea4f988859852c003600eade,0x003c00bd00b5970000df8100059b17b77400cc00,0x84296939667d20e82765baa279a18016662d54700d68cec3ba8d54511fee3b91,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,0x591f2ce951d35e6c87df93b2623e83f2cd537569,0.0338863329505915
19236115,2024-02-15 21:49:11,0x3176a6d4c6e7cbdf217144b78009e5e5602d6db194aa6139c8db3be411fbf8be,Titan (titanbuilder.xyz),0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,1,0x6ac235103b3f04503154ee9240066189f6521782cb27906e8bdd6eff0af07f6f,0xad67d3a4fe6040ccb8ae703a443202ec6b9e4a0f,0xd1742b3c4fbb096990c8950fa635aec75b30781a,0x87d62e65c59e45aa26349fcce68841da076793b70c2f733425d1fbe2ce806b6b,0xbf103ca71e997bd478da47d49e116168b37f00fc,0x988ad333342d903190ed86a053e6b2170aebeb20,0xa2192dfcb0aa3f742c0f93c4ee112bbdd55f28e704c35c020441e7f9e72ee2ec,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,0x7b523c0216d9e3e5f52dd0eafad4b39c9924e6d0,0.0004798246723563
