"block_number","block_time","block_hash","extra_data","fee_recipient_address","bundle_id","user_tx_hash","user_tx_from","user_tx_to","backrun_tx_hash","backrun_tx_from","backrun_tx_to","refund_tx_hash","refund_from","refund_to","refund_value_eth"
18987285,"2024-01-12 00:36:47","0x564f1ae34622e804f3e415db02662364883ae5bdb3d33c9611817e818462567a","rsync-builder.xyz","0x1f9090aae28b8a3dceadf281b0f12828e676c326",1,"0xebeafc5b44b3ce8bbe4553129285c3d91cdef88c01d874537790641bd04e9977","0x868cbdd2e348135e36d053f3087ae7112f844131","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","0xb43a1f407dd407bac341140e1bcefa26e5b2342c940bbc43b7dc8f5b849ae921","0x27b7eaf0db6e34435c838874595c91c0a33eb5b7","0x31539cf673d44665c7831def5738fe5f37bbb8d6","0xab5484f036069d51816830426e4b56467c0a3b57ac8bed007afec56e02e7b719","0x1f9090aae28b8a3dceadf281b0f12828e676c326","0x868cbdd2e348135e36d053f3087ae7112f844131",0.002135802444408133
18987515,"2024-01-12 01:22:47","0x199a571c4f4ce7add33e8d6462eec94f964a2b503fa87670ed85d508662ebbb5","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0x77d4fa6dc8d135b5fa9c9e4fe046d2af55d701bebab6b92fa24c5207ecf4ad5c","0x9429cd74a3984396f3117d51cde46ea8e0e21487","0x0a61c2146a7800bdc278833f21ebf56cd660ee2a","0x78c8c25da75faba688c07de8ff8ed158c601c006a4860ebd0e5971b3eea762fd","0x7f9dd0257dc4b370cbec9c9aee9daf4943469571","0x6079dfc485faaae22cf4f71ca7cc6c7b027b3212","0x76581260c293907b038cdfdac03fd92011192908000b452402c0964e41e01f9a","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0x9429cd74a3984396f3117d51cde46ea8e0e21487",0.00134670828609
18987973,"2024-01-12 02:54:47","0xab55792ebec923af95521c9b44d8d5fcacf6ebdf39cba77ebe100f4d1d96537a","rsync-builder.xyz","0x1f9090aae28b8a3dceadf281b0f12828e676c326",1,"0x285457e356513a43a17aaf8aa78aaf186d4d6bf7ea01e4b555258f8e014d3ebe","0x44a07575705f27b979b86ffea12fe8197f8186b8","0x1111111254eeb25477b68fb85ed929f73a960582","0x4ad32f175bf6c1af79944f7b245595b8a1804beb3bdee159bf054d70a56bee27","0xfc9928f6590d853752824b0b403a6ae36785e535","0x00000000009e50a7ddb7a7b0e2ee6604fd120e49","0x5a153eb42bd4cb04c38131bb75ad67ca9fcb3b8062d68a1d06f8efad934dc420","0x1f9090aae28b8a3dceadf281b0f12828e676c326","0xf69c84b099c3c24eb1209f39d39236c432c00811",0.01070950770791522
18987976,"2024-01-12 02:55:23","0xa9edf5666ed31c8363bb9cf37252bc675a7f9ba8acf495ebf37736e65b6f7d48","rsync-builder.xyz","0x1f9090aae28b8a3dceadf281b0f12828e676c326",1,"0x8f05cd8629572f30ce7cd405c2565a156c5ac3780bf470bbc2d76c66af50518a","0x44a07575705f27b979b86ffea12fe8197f8186b8","0x1111111254eeb25477b68fb85ed929f73a960582","0xf34c35fcc95f008b986e25b0c93c8286b2eedf33e8d5361d85e8f70268662326","0xd32a30cfe87c0130225175ffef53cd04767c6eff","0x0000000000450702bc4f750fd1e7ecad7054c4f1","0xa21a91e37fd3ee2819e207efbd050ba6dee2e182cd09857adaf2e736bb1d613f","0x1f9090aae28b8a3dceadf281b0f12828e676c326","0xf69c84b099c3c24eb1209f39d39236c432c00811",0.002223275653530571
18988028,"2024-01-12 03:05:59","0x0d0e1a5db5d785f794d9aae17160d024d41ea24977e87a17d6522bac41481fc3","rsync-builder.xyz","0x1f9090aae28b8a3dceadf281b0f12828e676c326",1,"0xf1bb9300cacd7fde4a088634dbe2eb369c76dc3052607395893302d2fa22249a","0x44a07575705f27b979b86ffea12fe8197f8186b8","0x1111111254eeb25477b68fb85ed929f73a960582","0x781b56149b7cc8257ef22522b38920436db2f92d291be13e97d96afffbe8ba03","0xe75ed6f453c602bd696ce27af11565edc9b46b0d","0x00000000009e50a7ddb7a7b0e2ee6604fd120e49","0x7321b9e0e63cd2ad3edc56bf5f0a14d62badfdcf6788570803a8e0945f898138","0x1f9090aae28b8a3dceadf281b0f12828e676c326","0xf69c84b099c3c24eb1209f39d39236c432c00811",0.018883536989163455
18988118,"2024-01-12 03:24:11","0x08c91be57260b201b5daaf771fb619f986886b5103ac2114940f3f1bcd8c9d67","by builder0x69","0x690b9a9e9aa1c9db991c7721a92d351db4fac990",1,"0xf661cd97e94393c163cc31b26e113ccd4db693c476e224608da9ef5438527b0d","0x150f4a772a640bed3a33e5919d1e3f4fc8de2cd0","0x1111111254eeb25477b68fb85ed929f73a960582","0x2e9c5f006bb986b91c8e721ad51376df573b235fa112fb185d7c28a9b8c81a75","0xe75ed6f453c602bd696ce27af11565edc9b46b0d","0x00000000009e50a7ddb7a7b0e2ee6604fd120e49","0xae3cdadd6b9b19d5cb2976052e1086d82fec8714cf9d2ed856dcbba991264ffb","0x690b9a9e9aa1c9db991c7721a92d351db4fac990","0xf69c84b099c3c24eb1209f39d39236c432c00811",0.00175380663953032
18988556,"2024-01-12 04:52:59","0x1bb42417d616511caae238213d82b2a4815861a6de3a90af82c947541f41bfd4","rsync-builder.xyz","0x1f9090aae28b8a3dceadf281b0f12828e676c326",1,"0x36dec69da205a5f804a805c22fa37326c1a7cb3551f3a005a650857c58205a61","0x313d690671586f5c9cbaa5681d635851dc3e466d","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","0xed65076423287a71794428201b8db3f7173242e6c8e2ac810f06f9576df9f881","0xfc9928f6590d853752824b0b403a6ae36785e535","0x00000000009e50a7ddb7a7b0e2ee6604fd120e49","0xa3c5127c6b257e367be20ffc40e43007ef044bc3297b7e906bbdcf96bbe272ea","0x1f9090aae28b8a3dceadf281b0f12828e676c326","0x591f2ce951d35e6c87df93b2623e83f2cd537569",0.05438700741507732
18988863,"2024-01-12 05:54:59","0x9ed2ee13700a50d6d30f172ea46c095f80a9b7ded85d9e37b3619cc87238bc6d","beaverbuild.org","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5",1,"0x71b739f1690bef4aab7b015a5b3ef98ddf10e0048dbf9ea3c5c5df2341918585","0x313d690671586f5c9cbaa5681d635851dc3e466d","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","0x3e987ada787e9e4923343e8c2bae7a5a21e02405481e752b24adc7b33bb6da85","0x3cb269a4b9f8e69baa614ace858d1b815d630b1b","0x53facee52e897740b140f5304e9cd9dc6238d735","0x0d104e762142a10c8da0423b9098fe0b038f4f32baf684a6f545bd487b509615","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","0x591f2ce951d35e6c87df93b2623e83f2cd537569",0.009668058443495872
18988885,"2024-01-12 05:59:23","0x20348f7e43f783d8aa59e067fca9465f260b7be8a7953d32f804a53b870c0ca7","rsync-builder.xyz","0x1f9090aae28b8a3dceadf281b0f12828e676c326",1,"0xa5ca1d304a636c580aae798661e24be19e64ba1d862102951054e7c6918c1a01","0x313d690671586f5c9cbaa5681d635851dc3e466d","0x7a250d5630b4cf539739df2c5dacb4c659f2488d","0x57cf10d0128110aba7024f2eea4a0f84196b3a6134c13094f66731497572014f","0x2ee36e41387f87b7e6f678a86d1e575b23b996f5","0x0000000000a84d1a9b0063a910315c7ffa9cd248","0xeb83ef3d94ae0c3cd3246144e1d11df39d8862fbbbbcd637859907bef1e6bddc","0x1f9090aae28b8a3dceadf281b0f12828e676c326","0x591f2ce951d35e6c87df93b2623e83f2cd537569",0.002000122078276888
18989232,"2024-01-12 07:09:23","0x49cc0ca58364fe1e5cde4a87409517f5aa4768a72c24f1accc88d37f6ed6869d","beaverbuild.org","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5",1,"0x852e7dfed622ae6a1c65c5561a3d92311966379e4a767b80a98d8003871dad9a","0x8529e13006a9e9f2c2a6406badfab741894d03f4","0xb3cacdc722470259886abb57cee1fea714e86387","0x3460e5cd5048b6b09ce4d33a4a3043610a2bfd9593b10fa2726e2b029e60aba3","0x718648c8c531f91b528a7757dd2be813c3940608","0x549f5334dd1aa909016928837d3aad9068947af1","0xd6adaae47593d1d848345ae3e57fdc0bf1a32298d6273189729e7cfe205c25be","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","0xe4d0cc1976d637d01ec8d4429e8ca6f96254654b",0.012227557677120828
