"block_number","block_time","block_hash","extra_data","fee_recipient_address","bundle_id","user_tx_hash","user_tx_from","user_tx_to","backrun_tx_hash","backrun_tx_from","backrun_tx_to","refund_tx_hash","refund_from","refund_to","refund_value_eth"
17082574,"2023-04-19 18:59:35","0xa15efd6e7bd1e72f6334c938420ca3698f701af102de6ec73beb2d75152f5b8a","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0xb6552d94cf9e8e86366ece63b8652f290a59439f0f6f8ef1070513c60c6dc482","0x0be8a33bc06f3a058a555638ab3a11161307d10b","0x6131b5fae19ea4f9d964eac0408e4408b66337b5","0x050d2ab1b35291e59c9591684b64571983bb0e0e6b9822d80c3480145578826b","0x2326bd2f29a6004d31244a1fe2329f2c13284f0d","0x2326bd2f29a6004d31244a1fe2329f2c13284f0d","0xd39e39260058c59417fa2b099f9926ea8e00025cf81567934b252924dc912ccb","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0x0be8a33bc06f3a058a555638ab3a11161307d10b",0.00028084262202
17182381,"2023-05-03 19:51:35","0x8fa4b3c0df967d3627408509ebf08a256c3965a463ef863a1c4cf420cb2f2985","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0x0bf014a40e34533be366ad90d25b75c0a75a8f90d42a1db798ef472c2963620a","0x01cca3730fcc290cee9c6a937e2927ca5430a881","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","0xff3a01bae6d81c68de6a5d1c1dc72fe1a8eab2c30457678434305274dad6dddd","0xb98206a86e61bc59e9632d06679a5515ebf02e81","0x666bf08d09493dae46d5b2323a684b45275fd207","0xa09cc9b4122568dd655ff12658c7cd1dccc92c1a38f8ccdeee3919d05a332d5b","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0x01cca3730fcc290cee9c6a937e2927ca5430a881",0.000953643996823083
17183385,"2023-05-03 23:15:23","0x2d7e7ebc118613d1105ccda5093a9ccfe49549c049d0211322b23b165db159bc","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0xc0efecb7217f575ddb1e27d19482f9006d59c22ff258686ab4f2658f72e6d68c","0xb70fc5554a59a5d98afa00f1056c3586533cd17b","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","0xe322e98e50497c49dff4f9112abe18052f322b40c031bd6efcdfc904f954b42e","0xb98206a86e61bc59e9632d06679a5515ebf02e81","0x666bf08d09493dae46d5b2323a684b45275fd207","0xe09c8bf6545205201965ad202bf3a9d8a314ac9fea8c8bcff10070ce703c480d","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0xb70fc5554a59a5d98afa00f1056c3586533cd17b",0.000916502101293528
17239810,"2023-05-11 21:48:35","0x61ea8ccbc06139d0520599ad726e61a21412f7347f5dd112b7c15d124f581d6a","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0xa5f22c875fdec838b20f75a1a0ab6b0cf387e47d6b2cba20dd84baa808f8c918","0x5e87e617a1e993611e5400a2b0afb5d90200a515","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","0x2e0d3c9889eed394dcbd6a9d49a8db2e2ca7b85256616c564c8a06c7543e6b34","0xb820df833e97950fe75f6366b51113634a8c14fd","0x04ff463aa1e4aa23e5d36f93da9fc58bf6d89a73","0xcda19cd2c3a87d7c82710d59acffc3ea7f41e7999ed9e05f19ff3adf755ab7a8","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0x5e87e617a1e993611e5400a2b0afb5d90200a515",0.00011218285338
17240367,"2023-05-11 23:41:59","0x8971a664658bd17bc1d5198d97ced8203ae54350af05de00b682724cf6fc7fbf","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0xac6af5ddbed2d428f689be1164d42a64869316df2a9a28f8e157c2f413c60f03","0xafa3d579b688389c3c4b0c21f5a6234a09c66454","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","0x9047cdfaa065cb46ab9fa022c8aa1005f3e483d0e28167f0bd6c1044ca44a256","0xb820df833e97950fe75f6366b51113634a8c14fd","0x04ff463aa1e4aa23e5d36f93da9fc58bf6d89a73","0xeead527afe8e99215982cd4f890152b700df5f62c9b7fd068a362837b9e17754","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0xafa3d579b688389c3c4b0c21f5a6234a09c66454",0.000572003253035188
17247338,"2023-05-12 23:53:11","0xec3812cd0ea45ca972c4267aa5141ede84bbc5cdd40a3037d14822bb216db90c","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0x8245ef125268840edefb76ba42574b650b3419425d1ace6438aceb10b157543a","0x7bf10d4d27ffd934f482edf4f47287f5606fdead","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","0x2ac1c415fcd02e7b30129d06da9c39ce76da155143d02b0afe38b9caddd07169","0xb820df833e97950fe75f6366b51113634a8c14fd","0x04ff463aa1e4aa23e5d36f93da9fc58bf6d89a73","0x86e3debf7142a02cd47ca14d7007b244c0944cb49b237307002a453b14856043","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0x7bf10d4d27ffd934f482edf4f47287f5606fdead",0.002804332750361878
17281555,"2023-05-17 19:58:47","0x3c2225faf3069d7c6b375d0b9a24a1b65ab37ae87b810b0b9b89ac339b987d45","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0x45c056a7017215f5b80fd860b78c5fd5761ccad2495673ab7487b97657e14222","0xcbff0bc7e7e993d04234fd5ca41dea75d8ce6f73","0x03f34be1bf910116595db1b11e9d1b2ca5d59659","0x78a94e1c9dcaeeb99384f992ed9eb0c7f77904b4ab42ff75f1bb5b4d00d2256e","0x5d32935b626ad145d06c20a9957f44f7fb27b9af","0x51ba52e5e9aa8c7cc764471e8c1d66fbca258109","0x5ee26b055cc29cd3a9b82322cceaaea6483b28a8e7baa971cd8d99dff8d51971","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0xcbff0bc7e7e993d04234fd5ca41dea75d8ce6f73",0.006555799264969887
17320185,"2023-05-23 06:32:47","0xe5f2baa5dbee630490a69f98c77002b4af883253f14e36435fc0f99a5ba35282","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0xb449e959829b2664462596a83d108847b6562fc4f6c4b4e1f73bc2e15f4cda27","0x3185fd8f4578f746441eff27cebce89480904c20","0xdef1c0ded9bec7f1a1670819833240f027b25eff","0x3b6d9de43af1a5abc762cb084e417642819e8b022c639eaa137b9d724456ee3a","0x9c3b76d1b1479f3e9e52716a6071a00e95122b52","0x82b114ba3e26f895b3dcb174011a06202c6244d6","0x0c2930f7fa6b02c3bfe46aff8dd005006bd206ffc35e89b16f8e341d65d3bdd4","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0x3185fd8f4578f746441eff27cebce89480904c20",0.005245759846546505
17320891,"2023-05-23 08:56:35","0x2a91f49ea5cbc82dfa68524112cadd100a58ccc0600275728a6606f230cbaf43","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0x2be20289946d536e319cf9d412cbc125bd16547a9c1d24e92741fafbefbe504c","0x0eafd238128b49f733621597d6888e03a5e638ee","0x91c8d7e4080bed28e26fce1b87caccfaf7bbf794","0xba6700f29688fb4abd11f7ca89d75f730a38803a740e7625c864b0c3ef106f1a","0xb820df833e97950fe75f6366b51113634a8c14fd","0x04ff463aa1e4aa23e5d36f93da9fc58bf6d89a73","0x1f2c26a125f902dedd1d1945bb5d01be2e113092370d6b15dcf25128f803de88","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0x0eafd238128b49f733621597d6888e03a5e638ee",0.03826306740027829
17326565,"2023-05-24 04:05:23","0xbd83a72d3dd48f0858cdaf055c59261bea8a8d2257975745457ab59886736eba","Illuminate Dmocratize Dstribute","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5",1,"0x82769525c5256c4e3339df8d97f1d185ad0ff62d6364020ee45b39e28d612104","0x3539ad3e53ff787c3746f5a5c12683d841a83c84","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","0x45608cf727185cf1a268671938432bce8154cdf02f9ea23ad330f06dc3727eb6","0x9c3b76d1b1479f3e9e52716a6071a00e95122b52","0x82b114ba3e26f895b3dcb174011a06202c6244d6","0x2d47b77b55d6f78894d886fe4389435ebb3e178aa6d25d69e5f929b2970f0d8b","0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5","0x3539ad3e53ff787c3746f5a5c12683d841a83c84",0.003986884531898842
